user_id,course_id,course_name,instructor,course_duration_hours,certification_offered,difficulty_level,rating,enrollment_numbers,course_price,feedback_score,study_material_available,time_spent_hours,previous_courses_taken,difficulty_level_enc,cert_offered_enc
43002,9535,Project Management Fundamentals,Prof. Emily Johnson,0.2557894736842105,Yes,Beginner,2.6,39987,0.4123395565927654,0.953,Yes,35.02,3,1,1
11017,9882,Blockchain and Decentralized Applications,Emma Harris,0.35684210526315785,No,Beginner,4.5,31308,0.8798966494415736,0.647,Yes,3.54,2,1,0
23898,9097,Fundamentals of Digital Marketing,Dr. Robert Davis,0.6926315789473685,Yes,Advanced,4.0,25733,0.830492582097016,0.691,Yes,10.23,4,0,1
2613,4720,Stock Market and Trading Strategies,Benjamin Lewis,0.48210526315789465,Yes,Beginner,3.6,62,0.390523420570095,0.883,Yes,24.51,1,1,1
23484,536,Fitness and Nutrition Coaching,Emma Harris,0.46210526315789474,Yes,Beginner,4.3,25657,0.7071178529754959,0.624,Yes,7.52,6,1,1
48556,687,AI for Business Leaders,Alexander Young,0.3705263157894737,Yes,Intermediate,4.5,33985,0.4801008501416902,1.0,Yes,25.29,1,2,1
17160,3773,Cybersecurity for Professionals,Dr. Robert Davis,0.7915789473684212,Yes,Advanced,5.0,8054,0.024004000666777797,0.56,Yes,26.51,7,0,1
44975,6757,Public Speaking Mastery,Liam Adams,0.796842105263158,Yes,Beginner,3.5,38609,0.3140940156692782,0.863,Yes,38.76,6,1,1
40995,8930,Stock Market and Trading Strategies,Ethan Hall,0.6915789473684211,No,Beginner,3.0,17467,0.027087847974662432,0.934,Yes,10.17,3,1,0
14542,1181,Advanced Machine Learning,Benjamin Lewis,0.8705263157894736,Yes,Beginner,3.8,26248,0.15465077512918818,0.985,Yes,17.71,5,1,1
35921,2914,AI for Business Leaders,Daniel White,0.7842105263157895,Yes,Beginner,5.0,5112,0.9738706451075178,0.611,Yes,1.12,6,1,1
26532,788,Advanced Machine Learning,Liam Adams,0.2094736842105263,No,Intermediate,3.4,41560,0.5683863977329555,0.607,Yes,8.25,1,2,0
1586,773,DevOps and Continuous Deployment,Michael Brown,0.3452631578947368,No,Advanced,5.0,34490,0.6313968994832472,0.886,Yes,19.28,4,0,0
3944,8428,Public Speaking Mastery,Dr. Mia Walker,0.7231578947368422,No,Intermediate,3.9,60,0.6314177362893816,1.0,Yes,8.04,3,2,0
23940,4574,Cloud Computing Essentials,Dr. Robert Davis,1.0,No,Beginner,4.3,20610,0.973474745790965,0.561,Yes,20.94,7,1,0
19458,7547,Blockchain and Decentralized Applications,James Clark,0.14526315789473684,Yes,Advanced,3.9,14288,0.5584264044007334,0.476,Yes,9.82,5,0,1
1022,690,Ethical Hacking Masterclass,Sophia Anderson,0.7136842105263157,Yes,Advanced,4.5,32678,0.5341723620603434,0.601,No,14.12,8,0,1
11654,7956,Fitness and Nutrition Coaching,Isabella Scott,0.4884210526315789,Yes,Beginner,3.3,2241,0.4331138523087181,0.778,No,12.04,1,1,1
43574,5589,Blockchain and Decentralized Applications,Benjamin Lewis,0.36526315789473685,No,Beginner,2.2,31942,0.7709409901650275,0.826,Yes,11.24,4,1,0
13418,5268,Stock Market and Trading Strategies,Dr. Robert Davis,0.09368421052631579,No,Advanced,5.0,41407,0.6581096849474912,0.839,Yes,14.45,6,0,0
40758,8966,Graphic Design with Canva,Charlotte King,0.15789473684210525,No,Beginner,5.0,760,0.3270128354725787,0.872,No,8.6,4,1,0
9693,8343,Blockchain and Decentralized Applications,Alexander Young,0.17052631578947366,Yes,Intermediate,2.6,35408,0.9698074679113186,0.743,No,1.88,4,2,1
45759,9693,Mobile App Development with Swift,Michael Brown,0.6052631578947367,Yes,Advanced,3.9,38855,0.03542257042840473,0.671,Yes,17.86,2,0,1
6874,3234,Fundamentals of Digital Marketing,Daniel White,0.8578947368421053,No,Beginner,3.3,25618,0.2824429071511918,0.903,No,1.0,5,1,0
5676,9819,AI for Business Leaders,Dr. Mia Walker,0.828421052631579,Yes,Intermediate,4.3,36609,0.9899358226371061,0.742,Yes,34.3,8,2,1
162,9658,Project Management Fundamentals,Dr. Mia Walker,0.8789473684210527,Yes,Beginner,3.5,37433,0.8040298383063843,0.513,No,35.23,7,1,1
37066,8318,Public Speaking Mastery,Michael Brown,0.5431578947368421,Yes,Beginner,4.6,12517,0.5667402900483414,0.62,Yes,1.11,5,1,1
26558,4020,Cybersecurity for Professionals,Michael Brown,0.6305263157894738,Yes,Beginner,4.7,44888,0.8181363560593431,0.485,Yes,12.87,4,1,1
33764,4212,Fundamentals of Digital Marketing,Sophia Anderson,0.1368421052631579,Yes,Advanced,4.8,597,0.24774962493748953,0.71,Yes,48.81,4,0,1
32607,5987,Project Management Fundamentals,William Thomas,0.4873684210526315,No,Intermediate,4.4,43256,0.0504459076512752,0.983,Yes,40.51,3,2,0
11535,2588,Mobile App Development with Swift,William Thomas,0.4494736842105263,Yes,Beginner,5.0,4860,0.19709534922487076,0.674,Yes,23.5,2,1,1
29128,3209,Photography and Video Editing,Michael Brown,0.5410526315789475,Yes,Beginner,3.8,49727,0.16881980330055008,0.83,Yes,1.0,2,1,1
40398,7646,Public Speaking Mastery,Dr. John Smith,0.6221052631578947,No,Beginner,4.0,34007,0.24024837472912147,0.602,Yes,28.28,6,1,0
25852,3473,Data Visualization with Tableau,Liam Adams,0.3336842105263158,No,Beginner,4.4,38168,0.8999208201366894,0.716,Yes,35.31,3,1,0
1017,5500,Networking and System Administration,Ethan Hall,0.29368421052631577,No,Beginner,3.7,6504,0.23539339889981659,0.617,Yes,26.99,10,1,0
24254,4129,Game Development with Unity,William Thomas,0.36947368421052634,Yes,Beginner,2.8,8450,0.5927029504917486,0.53,No,32.11,5,1,1
24277,6973,Cybersecurity for Professionals,Dr. Robert Davis,0.10105263157894737,Yes,Beginner,5.0,31469,0.514585764294049,0.745,Yes,23.16,5,1,1
23248,5085,Advanced Machine Learning,David Wilson,0.07157894736842106,Yes,Intermediate,3.4,38239,0.8327221203533921,0.985,Yes,33.94,5,2,1
24301,6949,Data Visualization with Tableau,Sophia Anderson,0.13157894736842105,Yes,Advanced,4.5,24777,0.6804259043173863,0.48,Yes,15.26,6,0,1
8530,2061,Fitness and Nutrition Coaching,Alexander Young,0.3294736842105263,No,Advanced,3.4,25469,0.019794965827637942,0.928,Yes,34.89,8,0,0
17263,7464,Networking and System Administration,Charlotte King,0.3557894736842105,Yes,Beginner,4.2,46042,0.3580180030005001,0.705,Yes,17.43,8,1,1
9269,3326,Personal Finance and Wealth Building,Dr. John Smith,0.9810526315789474,Yes,Advanced,3.6,26047,0.8519753292215368,0.719,Yes,30.82,3,0,1
21272,4455,Python for Beginners,Isabella Scott,0.52,No,Intermediate,2.7,21632,0.6045590931821969,0.64,Yes,22.87,1,2,0
12186,823,AI for Business Leaders,Benjamin Lewis,0.08105263157894735,Yes,Beginner,5.0,16114,0.08449324887481245,0.594,Yes,23.39,3,1,1
21244,2062,Game Development with Unity,Isabella Scott,0.2168421052631579,Yes,Advanced,3.7,23207,0.584284880813469,0.82,Yes,38.61,7,0,1
39100,8352,Photography and Video Editing,Prof. Emily Johnson,0.9031578947368422,Yes,Advanced,5.0,2575,0.11818636439406567,1.0,No,43.02,3,0,1
8572,907,Mobile App Development with Swift,William Thomas,0.9789473684210526,Yes,Beginner,4.1,26945,0.11368561426904482,0.629,Yes,24.56,3,1,1
39977,2787,Photography and Video Editing,Prof. Emily Johnson,0.9831578947368422,Yes,Intermediate,4.6,22982,0.9753500583430571,0.935,Yes,33.57,7,2,1
38045,9893,Photography and Video Editing,Sarah Lee,0.3126315789473684,Yes,Intermediate,4.5,46183,0.6152692115352559,0.96,Yes,25.36,4,2,1
49217,6942,Photography and Video Editing,Isabella Scott,0.5421052631578946,No,Advanced,5.0,6535,0.17742540423403896,0.673,Yes,1.76,6,0,0
48985,4429,AI for Business Leaders,Liam Adams,0.9526315789473685,No,Intermediate,3.3,30951,0.2716286047674612,0.617,Yes,22.59,6,2,0
40775,1574,Stock Market and Trading Strategies,Olivia Taylor,0.46421052631578946,Yes,Intermediate,4.0,5911,0.9515752625437572,0.883,Yes,24.55,6,2,1
2569,3251,AI for Business Leaders,Olivia Taylor,0.1768421052631579,Yes,Intermediate,3.2,11179,0.9725579263210534,0.64,No,17.54,7,2,1
2028,1342,Networking and System Administration,Charlotte King,0.04210526315789474,No,Intermediate,2.5,37998,0.3664152358726454,0.713,Yes,1.0,6,2,0
2696,4705,Game Development with Unity,Dr. John Smith,0.371578947368421,Yes,Beginner,3.5,15808,0.42667527921320214,0.686,Yes,39.06,5,1,1
48191,2078,Networking and System Administration,William Thomas,0.5484210526315789,No,Beginner,4.1,33544,0.43369728288048004,0.51,Yes,5.84,2,1,0
5259,4530,Cloud Computing Essentials,Dr. John Smith,0.7989473684210526,No,Intermediate,4.7,7200,0.0415069178196366,0.859,Yes,35.09,10,2,0
22003,1031,Advanced Machine Learning,Benjamin Lewis,0.6863157894736842,Yes,Beginner,5.0,15975,0.34418236372728783,0.765,No,1.0,6,1,1
39505,1831,Fundamentals of Digital Marketing,Dr. Robert Davis,0.0,No,Beginner,4.0,27690,0.7114102350391732,1.0,Yes,19.03,8,1,0
33160,5565,Stock Market and Trading Strategies,Dr. John Smith,0.1726315789473684,Yes,Beginner,2.5,41458,0.2144107351225204,0.584,No,12.9,3,1,1
13987,784,Cloud Computing Essentials,William Thomas,0.47052631578947374,Yes,Advanced,4.8,23842,0.8130521753625604,0.762,Yes,5.48,4,0,1
12667,8907,Networking and System Administration,Benjamin Lewis,0.7821052631578946,No,Intermediate,4.3,34541,0.6347932988831472,0.873,Yes,20.8,1,2,0
38661,5029,Stock Market and Trading Strategies,Isabella Scott,0.07157894736842106,Yes,Beginner,3.7,45688,0.7104934155692615,0.71,Yes,47.41,4,1,1
3562,7477,Mobile App Development with Swift,Isabella Scott,0.6768421052631579,No,Intermediate,2.9,10366,0.3759793298883146,0.659,Yes,21.54,4,2,0
26855,8782,DevOps and Continuous Deployment,Michael Brown,0.20421052631578945,Yes,Beginner,4.5,49180,0.04075679279879979,0.549,Yes,6.28,8,1,1
38953,2711,Ethical Hacking Masterclass,Dr. Mia Walker,0.4947368421052632,No,Beginner,4.2,16310,0.07315802633772293,0.691,Yes,23.65,6,1,0
22663,5498,Mobile App Development with Swift,Isabella Scott,0.571578947368421,Yes,Beginner,4.9,41582,0.641231871978663,0.942,Yes,41.01,6,1,1
8393,8379,DevOps and Continuous Deployment,Sarah Lee,0.37894736842105264,No,Beginner,4.3,34047,0.3406401066844474,1.0,Yes,1.0,5,1,0
30536,7519,Personal Finance and Wealth Building,James Clark,0.09052631578947368,No,Beginner,3.8,33811,0.830305050841807,0.654,Yes,7.91,8,1,0
13068,9244,Cybersecurity for Professionals,William Thomas,0.42105263157894735,No,Advanced,4.9,16867,0.5165860976829472,0.732,Yes,10.35,4,0,0
48034,490,Advanced Machine Learning,Isabella Scott,0.625263157894737,Yes,Advanced,3.9,11322,0.5905984330721786,1.0,Yes,27.58,5,0,1
23600,7166,Graphic Design with Canva,David Wilson,0.8663157894736842,Yes,Beginner,4.6,29953,0.9171945324220703,0.989,No,21.1,5,1,1
35223,9560,Python for Beginners,James Clark,0.6526315789473685,Yes,Beginner,4.4,34147,0.5323595599266544,0.624,Yes,6.07,4,1,1
11838,4787,Data Visualization with Tableau,Daniel White,0.7894736842105263,Yes,Intermediate,4.6,7302,0.4195490915152525,0.636,Yes,17.18,8,2,1
14040,1746,Photography and Video Editing,Emma Harris,0.4105263157894737,Yes,Beginner,2.7,28437,0.5131480246707784,0.743,Yes,1.0,3,1,1
30819,7881,Networking and System Administration,Dr. Mia Walker,0.16842105263157894,No,Beginner,5.0,47816,0.28825637606267707,0.998,Yes,18.51,3,1,0
19116,6259,Personal Finance and Wealth Building,Olivia Taylor,0.8021052631578947,Yes,Advanced,4.1,49654,0.7859226537756292,0.645,Yes,21.31,1,0,1
10966,4899,Photography and Video Editing,Jessica Martinez,0.7305263157894737,Yes,Beginner,3.5,46388,0.09868311385230873,0.55,Yes,3.18,9,1,1
24539,9355,Python for Beginners,Charlotte King,0.5663157894736841,No,Advanced,4.4,23131,0.7731496916152691,0.653,Yes,23.0,8,0,0
42531,5175,Advanced Machine Learning,Ethan Hall,0.6463157894736842,Yes,Beginner,4.2,46752,0.21920320053342218,0.822,Yes,2.33,1,1,1
5057,8786,DevOps and Continuous Deployment,Emma Harris,0.8799999999999999,Yes,Intermediate,2.5,20839,0.324741623603934,0.458,Yes,16.06,4,2,1
32483,2586,Project Management Fundamentals,Dr. Robert Davis,0.6768421052631579,No,Intermediate,3.7,46643,0.3013002167027838,0.958,Yes,41.48,5,2,0
47717,559,Cloud Computing Essentials,Isabella Scott,0.2263157894736842,Yes,Beginner,2.0,32819,0.881855309218203,0.654,Yes,27.22,3,1,1
8111,8702,Blockchain and Decentralized Applications,Dr. John Smith,0.27157894736842103,Yes,Beginner,2.4,24093,0.09339056509418235,0.707,Yes,12.85,4,1,1
13774,3569,Game Development with Unity,Olivia Taylor,0.17052631578947366,Yes,Advanced,3.9,21963,0.034880813468911476,0.664,Yes,34.62,9,0,1
27267,3610,AI for Business Leaders,Jessica Martinez,0.11684210526315791,No,Beginner,4.2,34931,0.6484414069011502,0.783,Yes,36.48,4,1,0
17413,313,Data Visualization with Tableau,Olivia Taylor,0.6810526315789474,Yes,Beginner,4.7,15341,0.91202700450075,0.749,Yes,4.4,1,1,1
33271,7377,Photography and Video Editing,David Wilson,0.15473684210526314,No,Beginner,3.2,838,0.9403858976496082,0.938,Yes,1.27,3,1,0
6911,3192,Game Development with Unity,Dr. Mia Walker,0.01157894736842105,No,Advanced,2.6,41004,0.9615977662943823,0.889,Yes,27.36,7,0,0
45454,3663,Personal Finance and Wealth Building,James Clark,0.42210526315789476,Yes,Intermediate,3.3,15839,0.5978913152192031,0.558,Yes,6.56,9,2,1
25447,1968,Networking and System Administration,Emma Harris,0.628421052631579,No,Advanced,3.9,34850,0.6724037339556592,0.345,No,24.82,3,0,0
207,7209,Photography and Video Editing,Charlotte King,0.42736842105263156,Yes,Beginner,4.4,47931,0.27237872978829797,0.665,Yes,1.0,7,1,1
21519,6133,Graphic Design with Canva,Isabella Scott,0.5968421052631578,No,Beginner,4.4,26847,0.3206784464077346,1.0,Yes,12.21,7,1,0
22362,1792,Blockchain and Decentralized Applications,Charlotte King,0.736842105263158,Yes,Beginner,4.1,7273,0.7921528588098016,0.918,Yes,26.88,4,1,1
23420,8024,Cloud Computing Essentials,Olivia Taylor,0.20526315789473681,Yes,Intermediate,4.6,15201,0.2605642607101183,0.69,Yes,30.42,7,2,1
48703,4050,Personal Finance and Wealth Building,Charlotte King,0.4242105263157894,Yes,Beginner,3.9,36816,0.6195824304050676,0.76,Yes,22.23,5,1,1
41524,1610,Mobile App Development with Swift,Alexander Young,0.4568421052631579,Yes,Beginner,3.2,35989,0.576679446574429,0.802,Yes,10.23,8,1,1
45152,4612,DevOps and Continuous Deployment,Michael Brown,0.42,Yes,Intermediate,5.0,16907,0.09478663110518419,0.837,Yes,1.55,5,2,1
22404,5055,AI for Business Leaders,Dr. Robert Davis,0.9778947368421054,No,Beginner,3.9,21208,0.11714452408734789,0.691,No,22.08,1,1,0
18142,6095,Personal Finance and Wealth Building,Isabella Scott,0.26,Yes,Intermediate,3.9,1228,0.37006167694615766,0.72,Yes,17.36,5,2,1
14821,9738,Stock Market and Trading Strategies,Liam Adams,0.7126315789473685,No,Intermediate,3.3,48760,0.2831721953658943,0.954,Yes,1.0,7,2,0
40343,9827,Photography and Video Editing,Benjamin Lewis,0.49999999999999994,Yes,Advanced,4.6,10594,0.008313885647607933,0.844,Yes,7.03,6,0,1
6375,8224,Project Management Fundamentals,Prof. Emily Johnson,0.7694736842105263,Yes,Intermediate,4.2,21356,0.6688406401066844,0.67,Yes,5.79,8,2,1
1679,2633,Photography and Video Editing,Emma Harris,0.3926315789473684,Yes,Beginner,3.2,14648,0.7570428404734122,0.817,Yes,1.0,5,1,1
33828,2463,Cloud Computing Essentials,Dr. John Smith,0.6842105263157894,Yes,Beginner,4.6,26588,0.5551341890315052,0.887,Yes,27.8,4,1,1
16199,6377,Game Development with Unity,Olivia Taylor,0.31157894736842107,Yes,Intermediate,3.7,49950,0.06503167194532421,0.817,Yes,49.63,3,2,1
9915,4495,Photography and Video Editing,Ethan Hall,0.9189473684210525,Yes,Beginner,5.0,11809,0.8369728288048007,0.934,No,4.58,3,1,1
27891,7346,Cloud Computing Essentials,Prof. Emily Johnson,0.783157894736842,No,Intermediate,3.5,2293,0.5844724120686781,0.657,Yes,15.55,1,2,0
22300,6659,Advanced Machine Learning,Ethan Hall,0.9273684210526314,No,Beginner,3.6,635,0.6538381396899483,0.557,Yes,30.47,6,1,0
43586,104,Blockchain and Decentralized Applications,Emma Harris,0.9831578947368422,Yes,Intermediate,4.6,12512,0.949804134022337,0.794,Yes,39.91,3,2,1
43690,6179,Game Development with Unity,Jessica Martinez,0.047368421052631574,Yes,Advanced,3.7,22250,0.8612893815635939,1.0,Yes,14.28,5,0,1
42558,627,Blockchain and Decentralized Applications,Sophia Anderson,0.9526315789473685,Yes,Intermediate,3.5,4786,0.2128479746624437,0.85,Yes,11.9,6,2,1
49081,6454,Cloud Computing Essentials,David Wilson,0.8263157894736841,No,Beginner,3.7,27604,0.7110976829471578,0.758,Yes,18.72,8,1,0
44021,6906,Project Management Fundamentals,Dr. Mia Walker,0.0831578947368421,Yes,Intermediate,2.8,17989,0.5583638939823304,0.215,Yes,37.37,6,2,1
2694,9626,Data Visualization with Tableau,Michael Brown,0.10210526315789473,Yes,Beginner,4.1,5827,0.3914194032338723,0.962,Yes,32.35,1,1,1
29468,3294,Cloud Computing Essentials,Ethan Hall,0.41789473684210526,Yes,Intermediate,3.7,4050,0.2781713618936489,0.751,No,11.87,2,2,1
29724,7522,Fitness and Nutrition Coaching,Sophia Anderson,0.3094736842105263,Yes,Beginner,3.8,44688,0.3121561926987831,0.88,Yes,33.03,3,1,1
46700,5923,Fundamentals of Digital Marketing,Sarah Lee,0.8842105263157896,Yes,Advanced,4.2,16116,0.3573303883980663,0.766,Yes,14.88,6,0,1
3628,7906,Fundamentals of Digital Marketing,Dr. Robert Davis,0.3463157894736842,Yes,Intermediate,4.0,6392,0.39883730621770286,0.829,Yes,19.73,4,2,1
25940,6384,Fitness and Nutrition Coaching,Liam Adams,0.9378947368421051,Yes,Beginner,4.1,49149,0.2302467077846307,0.635,Yes,1.0,8,1,1
48926,3697,Advanced Machine Learning,William Thomas,0.7410526315789474,Yes,Advanced,2.4,9205,0.6297299549924987,0.88,Yes,23.05,7,0,1
42942,379,Personal Finance and Wealth Building,Alexander Young,0.2557894736842105,Yes,Beginner,4.9,2575,0.4813927321220202,0.864,Yes,4.37,9,1,1
21835,3216,Networking and System Administration,Olivia Taylor,0.8200000000000001,Yes,Advanced,2.9,39081,0.017127854642440404,0.772,Yes,29.89,6,0,1
18048,4339,AI for Business Leaders,William Thomas,0.1463157894736842,Yes,Beginner,4.0,30808,0.214681613602267,0.774,Yes,30.28,7,1,1
26106,3921,Cloud Computing Essentials,James Clark,0.4684210526315789,No,Advanced,3.5,18353,0.5017294549091516,0.797,Yes,22.74,5,0,0
10231,69,Python for Beginners,Charlotte King,0.37578947368421056,No,Advanced,3.4,45948,0.7665444240706784,0.552,Yes,1.0,1,0,0
15708,716,Python for Beginners,Sophia Anderson,0.9642105263157894,Yes,Beginner,3.2,30163,0.5674695782630439,0.846,Yes,18.37,5,1,1
21977,2966,Graphic Design with Canva,Prof. Emily Johnson,0.8557894736842104,Yes,Intermediate,3.6,21896,0.7915485914319053,0.663,No,33.74,7,2,1
44263,3642,Public Speaking Mastery,Isabella Scott,0.9168421052631579,Yes,Beginner,5.0,34056,0.813323053842307,0.874,Yes,42.36,6,1,1
23777,6951,Networking and System Administration,Liam Adams,0.5505263157894738,No,Beginner,4.2,2454,0.6884064010668444,0.973,Yes,6.13,1,1,0
30081,1444,AI for Business Leaders,Benjamin Lewis,0.3,Yes,Beginner,4.6,45328,0.6010793465577596,0.686,Yes,34.35,6,1,1
1307,4870,Ethical Hacking Masterclass,Benjamin Lewis,0.01789473684210527,Yes,Beginner,4.3,26813,0.6593182197032839,0.673,Yes,21.1,3,1,1
